INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_DESCRIPTION,DISTRICT,NEIGHBORHOOD,STREET,OCCURRED_ON_DATE,YEAR,MONTH,MONTH_YEAR,DAY_OF_WEEK,HOUR,TIME_OF_DAY,SEASON,IS_WEEKEND,Lat,Long
222005206,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-01-23 16:00:00,2022,1,2022-01,Sunday,16,Afternoon,Winter,1,42.28482576580488,-71.09137368938802
222005207,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-01-23 16:00:00,2022,1,2022-01,Sunday,16,Afternoon,Winter,1,42.28482576580488,-71.09137368938802
222005172,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,"CENTRE ST & HASTINGS ST
WEST ROXBURY  MA 02132
UNI",2022-01-23 16:24:00,2022,1,2022-01,Sunday,16,Afternoon,Winter,1,42.28567300039531,-71.15584795100841
222005209,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,DUDLEY ST,2022-01-23 16:58:00,2022,1,2022-01,Sunday,16,Afternoon,Winter,1,42.31735471710791,-71.06582970165483
222005700,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,CENTRE ST,2022-01-23 17:13:00,2022,1,2022-01,Sunday,17,Afternoon,Winter,1,42.28709355259107,-71.14822128377165
222005701,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,CENTRE ST,2022-01-23 17:15:00,2022,1,2022-01,Sunday,17,Afternoon,Winter,1,42.28709355259107,-71.14822128377165
222005266,1832,SICK ASSIST - DRUG RELATED ILLNESS,B3,Mattapan,IRMA ST,2022-01-23 22:58:00,2022,1,2022-01,Sunday,22,Night,Winter,1,42.287665245156816,-71.08733058593855
222005474,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,"WELLINGTON HILL ST & ORMOND ST
MATTAPAN  MA 02126
",2022-01-24 19:25:00,2022,1,2022-01,Monday,19,Evening,Winter,0,42.2840769757247,-71.09579802109216
222005693,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,Hyde Park,GORDON AVE,2022-01-25 16:25:00,2022,1,2022-01,Tuesday,16,Afternoon,Winter,0,42.25601759672905,-71.12578446783249
222005692,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,PORTLAND ST,2022-01-25 16:40:00,2022,1,2022-01,Tuesday,16,Afternoon,Winter,0,42.36423840160728,-71.06165515011014
222005737,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2022-01-25 18:59:00,2022,1,2022-01,Tuesday,18,Evening,Winter,0,42.31043399746241,-71.06134009762133
222005760,1832,SICK ASSIST - DRUG RELATED ILLNESS,D14,Brighton/Allston,"FANEUIL ST & GOODENOUGH ST
BOSTON  MA 02135
UNITED",2022-01-25 19:25:00,2022,1,2022-01,Tuesday,19,Evening,Winter,0,42.35570996995004,-71.15434999515989
222006287,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,Jamaica Plain,WASHINGTON ST,2022-01-25 20:40:00,2022,1,2022-01,Tuesday,20,Evening,Winter,0,42.30971856767274,-71.10429431787648
222005999,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2022-01-26 00:00:00,2022,1,2022-01,Wednesday,0,Late Night,Winter,0,42.31043399746241,-71.06134009762133
222006021,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-01-26 07:30:00,2022,1,2022-01,Wednesday,7,Morning,Winter,0,42.34128750439044,-71.05467932649397
222005931,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,BOYLSTON ST,2022-01-26 13:34:00,2022,1,2022-01,Wednesday,13,Afternoon,Winter,0,42.35231189676638,-71.06370510095782
222005984,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TREMONT ST,2022-01-26 17:41:00,2022,1,2022-01,Wednesday,17,Afternoon,Winter,0,42.35594238717985,-71.06258333167791
222005997,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,SMITH ST,2022-01-26 18:36:00,2022,1,2022-01,Wednesday,18,Evening,Winter,0,42.33290664293269,-71.09680554849429
222006186,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2022-01-27 00:00:00,2022,1,2022-01,Thursday,0,Late Night,Winter,0,42.31043399746241,-71.06134009762133
222006258,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-01-27 00:00:00,2022,1,2022-01,Thursday,0,Late Night,Winter,0,42.34128750439044,-71.05467932649397
222006119,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,"DEARBORN ST & DUDLEY ST
BOSTON  MA 02119
UNITED ST",2022-01-27 11:33:00,2022,1,2022-01,Thursday,11,Morning,Winter,0,42.328559986546985,-71.07928003660963
222006158,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"WINTER ST & TREMONT ST
BOSTON  MA 02111
UNITED STA",2022-01-27 13:10:00,2022,1,2022-01,Thursday,13,Afternoon,Winter,0,42.35624901546548,-71.06227102011543
222006177,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"TREMONT ST & WINTER ST
BOSTON  MA 02111
UNITED STA",2022-01-27 13:50:00,2022,1,2022-01,Thursday,13,Afternoon,Winter,0,42.35624996765003,-71.06219005054983
222006229,1832,SICK ASSIST - DRUG RELATED ILLNESS,E13,Jamaica Plain,CENTRE ST,2022-01-27 16:18:00,2022,1,2022-01,Thursday,16,Afternoon,Winter,0,42.32287413383018,-71.10155353567498
222006233,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,BOYLSTON ST,2022-01-27 17:40:00,2022,1,2022-01,Thursday,17,Afternoon,Winter,0,42.35231189676638,-71.06370510095782
222006239,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,WASHINGTON ST,2022-01-27 17:40:00,2022,1,2022-01,Thursday,17,Afternoon,Winter,0,42.35272947428534,-71.06256290848422
222006275,1832,SICK ASSIST - DRUG RELATED ILLNESS,C11,Dorchester,DORCHESTER AVE,2022-01-27 18:13:00,2022,1,2022-01,Thursday,18,Evening,Winter,0,42.29919694404199,-71.06046974401067
222006242,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-01-27 18:15:00,2022,1,2022-01,Thursday,18,Evening,Winter,0,42.28482576580488,-71.09137368938802
222006364,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,ARCH ST,2022-01-28 08:28:00,2022,1,2022-01,Friday,8,Morning,Winter,0,42.354873651464594,-71.05861218049148
222006373,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,ALBANY ST,2022-01-28 10:10:00,2022,1,2022-01,Friday,10,Morning,Winter,0,42.333184490911954,-71.07393881002383
222006396,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02118
UNI",2022-01-28 11:26:00,2022,1,2022-01,Friday,11,Morning,Winter,0,42.33349998017161,-71.07350999617319
222006409,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,MARTIN LUTHER KING JR BLVD,2022-01-28 12:18:00,2022,1,2022-01,Friday,12,Afternoon,Winter,0,42.31860133599805,-71.08405792241415
222006507,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-01-28 16:00:00,2022,1,2022-01,Friday,16,Afternoon,Winter,0,42.28482576580488,-71.09137368938802
222006531,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,"N ANDERSON ST & CAMBRIDGE ST
BOSTON  MA 02114
UNIT",2022-01-28 18:22:00,2022,1,2022-01,Friday,18,Evening,Winter,0,42.36121697653713,-71.06785994401572
222006540,1832,SICK ASSIST - DRUG RELATED ILLNESS,A7,East Boston,CHELSEA ST,2022-01-28 19:27:00,2022,1,2022-01,Friday,19,Evening,Winter,0,42.37638326112789,-71.0312410342379
222006734,1832,SICK ASSIST - DRUG RELATED ILLNESS,A15,Charlestown,RUTHERFORD AVE,2022-01-29 17:36:00,2022,1,2022-01,Saturday,17,Afternoon,Winter,1,42.3796642246063,-71.07105902094742
222006929,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,NORFOLK AVE,2022-01-30 19:11:00,2022,1,2022-01,Sunday,19,Evening,Winter,1,42.32481947503461,-71.06893851856255
222006944,1832,SICK ASSIST - DRUG RELATED ILLNESS,D14,Brighton/Allston,WASHINGTON ST,2022-01-30 21:16:00,2022,1,2022-01,Sunday,21,Night,Winter,1,42.34266945543176,-71.14098778582976
222007004,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,BOYLSTON ST,2022-01-31 07:45:00,2022,1,2022-01,Monday,7,Morning,Winter,0,42.348623815554966,-71.08277637086411
222007028,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,HUMBOLDT AVE,2022-01-31 09:45:00,2022,1,2022-01,Monday,9,Morning,Winter,0,42.31283411706919,-71.0897471150125
222007750,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,Jamaica Plain,WASHINGTON ST,2022-01-31 18:54:00,2022,1,2022-01,Monday,18,Evening,Winter,0,42.30971856767274,-71.10429431787648
222007324,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,Brighton/Allston,CAMBRIDGE ST,2022-02-01 10:41:00,2022,2,2022-02,Tuesday,10,Morning,Winter,0,42.3576682880102,-71.12729675664
222007351,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2022-02-01 12:50:00,2022,2,2022-02,Tuesday,12,Afternoon,Winter,0,42.31043399746241,-71.06134009762133
222007448,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TREMONT ST,2022-02-01 17:20:00,2022,2,2022-02,Tuesday,17,Afternoon,Winter,0,42.35428377241488,-71.06380403747467
222007563,1832,SICK ASSIST - DRUG RELATED ILLNESS,B3,Mattapan,LAURIAT ST,2022-02-02 00:00:00,2022,2,2022-02,Wednesday,0,Late Night,Winter,0,42.28845960995937,-71.0804618844283
222007543,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,COURT ST,2022-02-02 02:00:00,2022,2,2022-02,Wednesday,2,Late Night,Winter,0,42.35892278751083,-71.0583535444055
222007557,1832,SICK ASSIST - DRUG RELATED ILLNESS,B3,Mattapan,LAURIAT ST,2022-02-02 02:45:00,2022,2,2022-02,Wednesday,2,Late Night,Winter,0,42.28845960995937,-71.0804618844283
222007556,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,MORTON ST,2022-02-02 04:29:00,2022,2,2022-02,Wednesday,4,Late Night,Winter,0,42.28560167185806,-71.09317129740397
222007643,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-02-02 07:30:00,2022,2,2022-02,Wednesday,7,Morning,Winter,0,42.34128750439044,-71.05467932649397
222007696,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,NASHUA ST,2022-02-02 13:25:00,2022,2,2022-02,Wednesday,13,Afternoon,Winter,0,42.366008418522014,-71.06403504206288
222007697,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"TREMONT ST & WINTER ST
BOSTON  MA 02111
UNITED STA",2022-02-02 15:00:00,2022,2,2022-02,Wednesday,15,Afternoon,Winter,0,42.35624996765003,-71.06219005054983
222007700,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,HARRISON AVE,2022-02-02 15:50:00,2022,2,2022-02,Wednesday,15,Afternoon,Winter,0,42.35230243607954,-71.06133346052262
222007748,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-02-02 16:00:00,2022,2,2022-02,Wednesday,16,Afternoon,Winter,0,42.28482576580488,-71.09137368938802
222007688,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,Brighton/Allston,WASHINGTON ST,2022-02-02 16:24:00,2022,2,2022-02,Wednesday,16,Afternoon,Winter,0,42.34905600030506,-71.15049849975023
222007765,1832,SICK ASSIST - DRUG RELATED ILLNESS,E18,Hyde Park,CUMMINS HWY,2022-02-02 18:58:00,2022,2,2022-02,Wednesday,18,Evening,Winter,0,42.27156283191621,-71.10594427753266
222007800,1832,SICK ASSIST - DRUG RELATED ILLNESS,C6,South Boston,NEWMARKET SQ,2022-02-02 20:35:00,2022,2,2022-02,Wednesday,20,Evening,Winter,0,42.33055581716639,-71.06851635783833
222007990,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-02-03 07:30:00,2022,2,2022-02,Thursday,7,Morning,Winter,0,42.34128750439044,-71.05467932649397
222007982,2102,OPERATING UNDER THE INFLUENCE (OUI) DRUGS,C6,South Boston,WILLIAM T MORRISSEY BLVD,2022-02-03 14:57:00,2022,2,2022-02,Thursday,14,Afternoon,Winter,0,42.31928522802447,-71.05027167421689
222008045,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-02-03 16:00:00,2022,2,2022-02,Thursday,16,Afternoon,Winter,0,42.28482576580488,-71.09137368938802
222008024,1832,SICK ASSIST - DRUG RELATED ILLNESS,D14,Brighton/Allston,CHISWICK RD,2022-02-03 17:50:00,2022,2,2022-02,Thursday,17,Afternoon,Winter,0,42.340712727710034,-71.15320714491457
222008558,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,Jamaica Plain,WASHINGTON ST,2022-02-03 19:39:00,2022,2,2022-02,Thursday,19,Evening,Winter,0,42.30971856767274,-71.10429431787648
222008138,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,"WASHINGTON ST & ESSEX ST
BOSTON  MA 02111
UNITED S",2022-02-04 03:50:00,2022,2,2022-02,Friday,3,Late Night,Winter,0,42.352370011853225,-71.06259996388145
222008240,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,Brighton/Allston,WASHINGTON ST,2022-02-04 07:30:00,2022,2,2022-02,Friday,7,Morning,Winter,0,42.34905600030506,-71.15049849975023
222008244,1832,SICK ASSIST - DRUG RELATED ILLNESS,C6,South Boston,BRADSTON ST,2022-02-04 08:05:00,2022,2,2022-02,Friday,8,Morning,Winter,0,42.33374642562813,-71.07020353462659
222008264,1832,SICK ASSIST - DRUG RELATED ILLNESS,E13,Jamaica Plain,"WASHINGTON ST & COLUMBUS AVE
ROXBURY  MA 02119
UNI",2022-02-04 15:25:00,2022,2,2022-02,Friday,15,Afternoon,Winter,0,42.31579195726913,-71.09829603081981
222008274,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,MILK ST,2022-02-04 16:30:00,2022,2,2022-02,Friday,16,Afternoon,Winter,0,42.35683318145888,-71.05842905441708
222008333,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,FRUIT ST,2022-02-04 19:43:00,2022,2,2022-02,Friday,19,Evening,Winter,0,42.36240280767195,-71.06954651677968
222008346,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"WASHINGTON ST & BOYLSTON ST
BOSTON  MA 02111
UNITE",2022-02-04 21:49:00,2022,2,2022-02,Friday,21,Night,Winter,0,42.352370011853225,-71.06259996388145
222008373,1832,SICK ASSIST - DRUG RELATED ILLNESS,D14,Brighton/Allston,BRIGHTON AVE,2022-02-05 01:06:00,2022,2,2022-02,Saturday,1,Late Night,Winter,1,42.3530111865124,-71.13261450756816
222008450,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-02-05 07:03:00,2022,2,2022-02,Saturday,7,Morning,Winter,1,42.34128750439044,-71.05467932649397
222008477,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,DALTON ST,2022-02-05 13:18:00,2022,2,2022-02,Saturday,13,Afternoon,Winter,1,42.34634312502202,-71.08482012772042
222008517,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,PARKMAN ST,2022-02-05 14:55:00,2022,2,2022-02,Saturday,14,Afternoon,Winter,1,42.29648528688923,-71.05968306473817
222008507,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,GLENELLEN RD,2022-02-05 16:11:00,2022,2,2022-02,Saturday,16,Afternoon,Winter,1,42.26704228282982,-71.16398071687955
222008541,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,LINCOLN ST,2022-02-05 17:20:00,2022,2,2022-02,Saturday,17,Afternoon,Winter,1,42.35131763319522,-71.0583836667011
222008688,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,BROOKLINE AVE,2022-02-06 11:45:00,2022,2,2022-02,Sunday,11,Morning,Winter,1,42.34662558861237,-71.09914268219242
222008710,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,CHESTERTON ST,2022-02-06 13:50:00,2022,2,2022-02,Sunday,13,Afternoon,Winter,1,42.33010314154461,-71.07090185388698
222008760,1832,SICK ASSIST - DRUG RELATED ILLNESS,C11,Dorchester,WASHINGTON ST,2022-02-06 18:39:00,2022,2,2022-02,Sunday,18,Evening,Winter,1,42.30422175471675,-71.0791845947074
222008770,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,BOYLSTON ST,2022-02-06 18:42:00,2022,2,2022-02,Sunday,18,Evening,Winter,1,42.3441262779061,-71.0994277699999
222008795,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,CLARENDON ST,2022-02-06 21:47:00,2022,2,2022-02,Sunday,21,Night,Winter,1,42.34771287062768,-71.07374933461716
222008965,1832,SICK ASSIST - DRUG RELATED ILLNESS,C6,South Boston,ATKINSON ST,2022-02-07 16:03:00,2022,2,2022-02,Monday,16,Afternoon,Winter,0,42.332593462811815,-71.06863169719092
222009024,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,"NORMANDY ST & GENEVA AVE
DORCHESTER  MA 02121
UNIT",2022-02-07 18:09:00,2022,2,2022-02,Monday,18,Evening,Winter,0,42.3082410267373,-71.08128501418815
222009035,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TREMONT ST,2022-02-07 19:20:00,2022,2,2022-02,Monday,19,Evening,Winter,0,42.35594238717985,-71.06258333167791
222009055,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,WORCESTER ST,2022-02-07 20:38:00,2022,2,2022-02,Monday,20,Evening,Winter,0,42.33898332865663,-71.07748706167702
222009090,1832,SICK ASSIST - DRUG RELATED ILLNESS,D14,Brighton/Allston,COMMONWEALTH AVE,2022-02-08 01:06:00,2022,2,2022-02,Tuesday,1,Late Night,Winter,0,42.350432726359855,-71.12710479628086
222009203,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"CANAL ST & CAUSEWAY ST
BOSTON  MA 02114
UNITED STA",2022-02-08 12:43:00,2022,2,2022-02,Tuesday,12,Afternoon,Winter,0,42.36545002306378,-71.06112505307046
222009204,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,SUMMER ST,2022-02-08 14:00:00,2022,2,2022-02,Tuesday,14,Afternoon,Winter,0,42.355216248269386,-71.06012863469122
222009205,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,WASHINGTON ST,2022-02-08 14:35:00,2022,2,2022-02,Tuesday,14,Afternoon,Winter,0,42.35272947428534,-71.06256290848422
222009248,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,COLUMBIA RD,2022-02-08 14:36:00,2022,2,2022-02,Tuesday,14,Afternoon,Winter,0,42.30524751662659,-71.08089417901041
222009225,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-02-08 15:46:00,2022,2,2022-02,Tuesday,15,Afternoon,Winter,0,42.28482576580488,-71.09137368938802
222009284,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-02-08 16:00:00,2022,2,2022-02,Tuesday,16,Afternoon,Winter,0,42.28482576580488,-71.09137368938802
222009253,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-02-08 16:32:00,2022,2,2022-02,Tuesday,16,Afternoon,Winter,0,42.34128750439044,-71.05467932649397
222009283,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-02-08 17:43:00,2022,2,2022-02,Tuesday,17,Afternoon,Winter,0,42.28482576580488,-71.09137368938802
222009314,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A15,Charlestown,MEDFORD ST,2022-02-08 19:55:00,2022,2,2022-02,Tuesday,19,Evening,Winter,0,42.37923645624033,-71.05788915783404
222009341,1832,SICK ASSIST - DRUG RELATED ILLNESS,C11,Dorchester,WASHINGTON ST,2022-02-08 21:28:00,2022,2,2022-02,Tuesday,21,Night,Winter,0,42.29360584918816,-71.07188650281907
222009565,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-02-09 07:30:00,2022,2,2022-02,Wednesday,7,Morning,Winter,0,42.34128750439044,-71.05467932649397
222009413,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,"ALBANY ST & MELNEA CASS BLVD
ROXBURY  MA 02119
UNI",2022-02-09 11:21:00,2022,2,2022-02,Wednesday,11,Morning,Winter,0,42.33117798964968,-71.07700797530123
222009465,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,Brighton/Allston,CAMBRIDGE ST,2022-02-09 13:51:00,2022,2,2022-02,Wednesday,13,Afternoon,Winter,0,42.35515404509115,-71.13363462830687
222009466,1832,SICK ASSIST - DRUG RELATED ILLNESS,E13,Jamaica Plain,CREIGHTON ST,2022-02-09 14:07:00,2022,2,2022-02,Wednesday,14,Afternoon,Winter,0,42.32416445862967,-71.10782754817427
222009514,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,External,Unknown,GROVE HALL MECCA,2022-02-09 15:53:00,2022,2,2022-02,Wednesday,15,Afternoon,Winter,0,42.309384374119325,-71.08262277183324
222009511,1832,SICK ASSIST - DRUG RELATED ILLNESS,C11,Dorchester,"CENTRE ST & ALLSTON ST
DORCHESTER  MA 02124
UNITED",2022-02-09 16:29:00,2022,2,2022-02,Wednesday,16,Afternoon,Winter,0,42.29168996438203,-71.06671095940321
222009504,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,WASHINGTON ST,2022-02-09 16:54:00,2022,2,2022-02,Wednesday,16,Afternoon,Winter,0,42.32866283555608,-71.08563401183545
222009528,1832,SICK ASSIST - DRUG RELATED ILLNESS,C11,Dorchester,DORCHESTER AVE,2022-02-09 17:30:00,2022,2,2022-02,Wednesday,17,Afternoon,Winter,0,42.29557184612199,-71.06152074291428
222009531,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,DORCHESTER AVE,2022-02-09 17:45:00,2022,2,2022-02,Wednesday,17,Afternoon,Winter,0,42.29768953838805,-71.06090954029862
222009574,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-02-09 20:49:00,2022,2,2022-02,Wednesday,20,Evening,Winter,0,42.28482576580488,-71.09137368938802
222009587,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,Jamaica Plain,"AMERICAN LEGION HWY & WALK HILL ST
MATTAPAN  MA 02",2022-02-09 21:15:00,2022,2,2022-02,Wednesday,21,Night,Winter,0,42.28765100374685,-71.10666703758488
222009835,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,CENTRE ST,2022-02-10 07:30:00,2022,2,2022-02,Thursday,7,Morning,Winter,0,42.28709355259107,-71.14822128377165
222009775,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-02-10 07:30:00,2022,2,2022-02,Thursday,7,Morning,Winter,0,42.34128750439044,-71.05467932649397
222009726,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,Brighton/Allston,WASHINGTON ST,2022-02-10 07:30:00,2022,2,2022-02,Thursday,7,Morning,Winter,0,42.34905600030506,-71.15049849975023
222009668,1832,SICK ASSIST - DRUG RELATED ILLNESS,D14,Brighton/Allston,COMMONWEALTH AVE,2022-02-10 09:19:00,2022,2,2022-02,Thursday,9,Morning,Winter,0,42.35034269234086,-71.13038206644046
222009836,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,"FREMONT ST & BABSON ST
BOSTON  MA 02126
UNITED STA",2022-02-10 17:49:00,2022,2,2022-02,Thursday,17,Afternoon,Winter,0,42.27120003650123,-71.09239000036666
222009862,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,MASSACHUSETTS AVE,2022-02-10 18:53:00,2022,2,2022-02,Thursday,18,Evening,Winter,0,42.33903373360639,-71.07997272496458
222009869,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,BRUNSWICK ST,2022-02-10 19:16:00,2022,2,2022-02,Thursday,19,Evening,Winter,0,42.310899863923375,-71.08007661412431
222009920,1832,SICK ASSIST - DRUG RELATED ILLNESS,D14,Brighton/Allston,BRIGHTON AVE,2022-02-10 21:36:00,2022,2,2022-02,Thursday,21,Night,Winter,0,42.35310166285552,-71.1334224663316
222009936,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"OXFORD ST & BEACH ST
BOSTON  MA 02111
UNITED STATE",2022-02-11 00:28:00,2022,2,2022-02,Friday,0,Late Night,Winter,0,42.35131099426344,-71.06030894157134
222009949,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"BOYLSTON ST & ESSEX ST
BOSTON  MA 02116
UNITED STA",2022-02-11 01:57:00,2022,2,2022-02,Friday,1,Late Night,Winter,0,42.352370011853225,-71.06259996388145
